date_key,hour_of_day,season_id,weather_id,casual_count,registered_count,total_count,temp_c,atemp_c,humidity_pct,windspeed_mph
20110101,0,1,1,3,13,16,3.2799999999999994,3.0014000000000003,81.0,0.0
20110101,1,1,1,8,32,40,2.34,1.9982000000000006,80.0,0.0
20110101,2,1,1,5,27,32,2.34,1.9982000000000006,80.0,0.0
20110101,3,1,1,3,10,13,3.2799999999999994,3.0014000000000003,75.0,0.0
20110101,4,1,1,0,1,1,3.2799999999999994,3.0014000000000003,75.0,0.0
20110101,5,1,2,0,1,1,3.2799999999999994,1.0015999999999998,75.0,6.0032
20110101,6,1,1,2,0,2,2.34,1.9982000000000006,80.0,0.0
20110101,7,1,1,1,2,3,1.4000000000000004,1.0015999999999998,86.0,0.0
20110101,8,1,1,1,7,8,3.2799999999999994,3.0014000000000003,75.0,0.0
20110101,9,1,1,8,6,14,7.040000000000001,7.000999999999998,76.0,0.0
20110101,10,1,1,12,24,36,9.86,9.997399999999999,76.0,16.997899999999998
20110101,11,1,1,26,30,56,8.919999999999998,5.997799999999998,81.0,19.0012
20110101,12,1,1,29,55,84,11.739999999999998,11.997200000000003,77.0,19.0012
20110101,13,1,2,47,47,94,13.620000000000001,13.997,72.0,19.999499999999998
20110101,14,1,2,35,71,106,13.620000000000001,13.997,72.0,19.0012
20110101,15,1,2,40,70,110,12.68,13.000399999999999,77.0,19.999499999999998
20110101,16,1,2,41,52,93,11.739999999999998,11.997200000000003,82.0,19.999499999999998
20110101,17,1,2,15,52,67,12.68,13.000399999999999,82.0,19.0012
20110101,18,1,3,9,26,35,11.739999999999998,11.997200000000003,88.0,16.997899999999998
20110101,19,1,3,6,31,37,11.739999999999998,11.997200000000003,88.0,16.997899999999998
20110101,20,1,2,11,25,36,10.8,11.000600000000002,87.0,16.997899999999998
20110101,21,1,2,3,31,34,10.8,11.000600000000002,87.0,12.998000000000001
20110101,22,1,2,11,17,28,10.8,11.000600000000002,94.0,15.001299999999999
20110101,23,1,2,15,24,39,13.620000000000001,13.997,88.0,19.999499999999998
20110102,0,1,2,4,13,17,13.620000000000001,13.997,88.0,19.999499999999998
20110102,1,1,2,1,16,17,12.68,13.000399999999999,94.0,16.997899999999998
20110102,2,1,2,1,8,9,11.739999999999998,11.997200000000003,100.0,19.0012
20110102,3,1,2,2,4,6,13.620000000000001,13.997,94.0,12.998000000000001
20110102,4,1,2,2,1,3,13.620000000000001,13.997,94.0,12.998000000000001
20110102,6,1,3,0,2,2,11.739999999999998,11.997200000000003,77.0,19.999499999999998
20110102,7,1,2,0,1,1,10.8,11.000600000000002,76.0,12.998000000000001
20110102,8,1,3,0,8,8,10.8,11.000600000000002,71.0,15.001299999999999
20110102,9,1,2,1,19,20,9.86,9.997399999999999,76.0,15.001299999999999
20110102,10,1,2,7,46,53,8.919999999999998,7.000999999999998,81.0,15.001299999999999
20110102,11,1,2,16,54,70,8.919999999999998,5.997799999999998,71.0,16.997899999999998
20110102,12,1,2,20,73,93,8.919999999999998,5.997799999999998,66.0,19.999499999999998
20110102,13,1,2,11,64,75,8.919999999999998,7.000999999999998,66.0,8.9981
20110102,14,1,3,4,55,59,8.919999999999998,7.000999999999998,76.0,12.998000000000001
20110102,15,1,3,19,55,74,7.98,5.997799999999998,81.0,11.0014
20110102,16,1,3,9,67,76,7.98,5.997799999999998,71.0,11.0014
20110102,17,1,1,7,58,65,7.98,5.997799999999998,56.99999999999999,12.998000000000001
20110102,18,1,2,10,43,53,8.919999999999998,5.997799999999998,46.0,22.0028
20110102,19,1,1,1,29,30,7.040000000000001,3.0014000000000003,42.0,30.002599999999997
20110102,20,1,1,5,17,22,6.1,1.9982000000000006,39.0,23.9994
20110102,21,1,1,11,20,31,4.220000000000001,-0.9982000000000006,44.0,22.0028
20110102,22,1,1,0,9,9,3.2799999999999994,-2.0013999999999985,44.0,19.999499999999998
20110102,23,1,1,0,8,8,2.34,-0.9982000000000006,47.0,11.0014
20110103,0,1,1,0,5,5,2.34,-2.9979999999999993,44.0,23.9994
20110103,1,1,1,0,2,2,1.4000000000000004,-4.997800000000002,44.0,27.999299999999998
20110103,4,1,1,0,1,1,-0.47999999999999954,-6.9976,47.0,26.0027
20110103,5,1,1,0,3,3,-0.47999999999999954,-6.9976,47.0,19.0012
20110103,6,1,1,0,30,30,-1.419999999999999,-8.997399999999999,50.0,26.0027
20110103,7,1,1,1,63,64,-1.419999999999999,-6.9976,50.0,12.998000000000001
20110103,8,1,1,1,153,154,-1.419999999999999,-8.0008,50.0,19.0012
20110103,9,1,1,7,81,88,-0.47999999999999954,-6.9976,43.0,26.0027
20110103,10,1,1,11,33,44,0.4599999999999991,-4.997800000000002,43.0,16.997899999999998
20110103,11,1,1,10,41,51,1.4000000000000004,-4.001200000000001,40.0,22.0028
20110103,12,1,1,13,48,61,2.34,-2.0013999999999985,35.0,19.999499999999998
20110103,13,1,1,8,53,61,3.2799999999999994,-2.0013999999999985,35.0,19.0012
20110103,14,1,1,11,66,77,4.220000000000001,-0.0015999999999998238,30.0,19.0012
20110103,15,1,1,14,58,72,4.220000000000001,-0.0015999999999998238,30.0,16.997899999999998
20110103,16,1,1,9,67,76,4.220000000000001,-0.0015999999999998238,30.0,16.997899999999998
20110103,17,1,1,11,146,157,3.2799999999999994,-0.9982000000000006,30.0,15.001299999999999
20110103,18,1,1,9,148,157,3.2799999999999994,1.0015999999999998,32.0,7.0015
20110103,19,1,1,8,102,110,1.4000000000000004,1.0015999999999998,47.0,0.0
20110103,20,1,1,3,49,52,1.4000000000000004,-0.9982000000000006,47.0,7.0015
20110103,21,1,1,3,49,52,0.4599999999999991,-2.9979999999999993,64.0,8.9981
20110103,22,1,1,0,20,20,-1.419999999999999,-6.0009999999999994,69.0,8.9981
20110103,23,1,1,1,11,12,0.4599999999999991,-2.0013999999999985,55.00000000000001,7.0015
20110104,0,1,1,0,5,5,-0.47999999999999954,-4.001200000000001,55.00000000000001,7.0015
20110104,1,1,1,0,2,2,-0.47999999999999954,-4.001200000000001,59.0,7.0015
20110104,2,1,1,0,1,1,-1.419999999999999,-6.0009999999999994,63.0,8.9981
20110104,4,1,1,0,2,2,-1.419999999999999,-4.001200000000001,63.0,6.0032
20110104,5,1,1,0,4,4,-2.3600000000000003,-6.0009999999999994,68.0,7.0015
20110104,6,1,1,0,36,36,-2.3600000000000003,-6.0009999999999994,74.0,7.0015
20110104,7,1,1,2,92,94,-2.3600000000000003,-6.0009999999999994,74.0,8.9981
20110104,8,1,1,2,177,179,-1.419999999999999,-6.0009999999999994,69.0,11.0014
20110104,9,1,1,2,98,100,-0.47999999999999954,-6.0009999999999994,64.0,15.001299999999999
20110104,10,1,2,5,37,42,-0.47999999999999954,-6.9976,69.0,22.0028
20110104,11,1,1,7,50,57,2.34,-2.0013999999999985,51.0,19.999499999999998
20110104,12,1,1,12,66,78,2.34,-0.9982000000000006,51.0,11.0014
20110104,13,1,1,18,79,97,3.2799999999999994,-0.9982000000000006,56.00000000000001,12.998000000000001
20110104,14,1,1,9,54,63,4.220000000000001,1.0015999999999998,52.0,15.001299999999999
20110104,15,1,1,17,48,65,5.160000000000002,1.9982000000000006,52.0,16.997899999999998
20110104,16,1,1,15,68,83,6.1,3.0014000000000003,49.0,16.997899999999998
20110104,17,1,1,10,202,212,5.160000000000002,1.9982000000000006,48.0,15.001299999999999
20110104,18,1,1,3,179,182,4.220000000000001,1.0015999999999998,48.0,12.998000000000001
20110104,19,1,1,2,110,112,3.2799999999999994,1.0015999999999998,48.0,7.0015
20110104,20,1,1,1,53,54,3.2799999999999994,1.0015999999999998,48.0,7.0015
20110104,21,1,1,0,48,48,2.34,1.9982000000000006,64.0,0.0
20110104,22,1,1,1,34,35,2.34,1.0015999999999998,64.0,6.0032
20110104,23,1,1,2,9,11,1.4000000000000004,-0.9982000000000006,69.0,6.0032
20110105,0,1,1,0,6,6,1.4000000000000004,1.0015999999999998,64.0,0.0
20110105,1,1,1,0,6,6,-0.47999999999999954,-2.9979999999999993,74.0,6.0032
20110105,2,1,1,0,2,2,-0.47999999999999954,-2.9979999999999993,74.0,6.0032
20110105,4,1,1,0,2,2,3.2799999999999994,-0.9982000000000006,48.0,15.001299999999999
20110105,5,1,1,0,3,3,2.34,-0.9982000000000006,47.0,11.0014
20110105,6,1,1,0,33,33,1.4000000000000004,-2.9979999999999993,47.0,15.001299999999999
20110105,7,1,1,1,87,88,0.4599999999999991,-4.001200000000001,43.0,12.998000000000001
20110105,8,1,1,3,192,195,1.4000000000000004,-4.001200000000001,40.0,19.999499999999998
20110105,9,1,1,6,109,115,2.34,-2.9979999999999993,37.0,22.0028
20110105,10,1,1,4,53,57,2.34,-2.9979999999999993,37.0,22.0028
20110105,11,1,1,12,34,46,4.220000000000001,-0.9982000000000006,33.0,22.0028
20110105,12,1,1,5,74,79,4.220000000000001,-0.9982000000000006,33.0,22.0028
20110105,13,1,1,6,65,71,5.160000000000002,1.0015999999999998,30.0,19.999499999999998
20110105,14,1,1,10,52,62,6.1,3.0014000000000003,28.000000000000004,12.998000000000001
20110105,15,1,1,7,55,62,6.1,3.0014000000000003,28.000000000000004,12.998000000000001
20110105,16,1,1,4,85,89,6.1,5.001199999999997,28.000000000000004,6.0032
20110105,17,1,1,4,186,190,3.2799999999999994,-0.9982000000000006,38.0,12.998000000000001
20110105,18,1,1,3,166,169,3.2799999999999994,-0.0015999999999998238,38.0,8.9981
20110105,19,1,1,5,127,132,3.2799999999999994,1.0015999999999998,38.0,7.0015
20110105,20,1,1,7,82,89,2.34,-0.9982000000000006,47.0,11.0014
20110105,21,1,1,3,40,43,1.4000000000000004,-2.9979999999999993,51.0,12.998000000000001
20110105,22,1,1,1,41,42,0.4599999999999991,-2.9979999999999993,55.00000000000001,8.9981
20110105,23,1,1,1,18,19,1.4000000000000004,1.0015999999999998,47.0,0.0
20110106,0,1,1,0,11,11,0.4599999999999991,-0.0015999999999998238,55.00000000000001,0.0
20110106,1,1,1,0,4,4,-0.47999999999999954,-0.9982000000000006,64.0,0.0
20110106,2,1,1,0,2,2,-0.47999999999999954,-0.9982000000000006,64.0,0.0
20110106,4,1,2,0,1,1,-0.47999999999999954,-2.9979999999999993,64.0,6.0032
20110106,5,1,2,0,4,4,-1.419999999999999,-4.001200000000001,69.0,6.0032
20110106,6,1,2,0,36,36,-1.419999999999999,-4.997800000000002,63.0,7.0015
20110106,7,1,2,0,95,95,-0.47999999999999954,-0.9982000000000006,59.0,0.0
20110106,8,1,1,3,216,219,-0.47999999999999954,-0.9982000000000006,59.0,0.0
20110106,9,1,2,6,116,122,0.4599999999999991,-0.0015999999999998238,51.0,0.0
20110106,10,1,1,3,42,45,1.4000000000000004,1.0015999999999998,47.0,0.0
20110106,11,1,1,2,57,59,2.34,1.0015999999999998,44.0,6.0032
20110106,12,1,1,6,78,84,4.220000000000001,3.0014000000000003,35.0,0.0
20110106,13,1,1,12,55,67,4.220000000000001,1.9982000000000006,35.0,7.0015
